	GCF_000267545.1_ASM26754v1_genomic.fna	GCF_001648195.1_ASM164819v1_genomic.fna	GCF_000590475.1_ASM59047v1_genomic.fna	GCF_000195105.1_ASM19510v1_genomic.fna	GCF_000818015.1_ASM81801v1_genomic.fna	GCF_000661915.1_ASM66191v1_genomic.fna	GCF_001038645.1_ASM103864v1_genomic.fna	GCF_000327065.1_ASM32706v1_genomic.fna	GCF_000279165.1_ASM27916v1_genomic.fna	GCF_000013785.1_ASM1378v1_genomic.fna	GCF_000016565.1_ASM1656v1_genomic.fna	GCF_000219605.1_ASM21960v1_genomic.fna	SAMD00059319_PSCT_BDJA01_FF.fna
PSCT_00224	0.99	0.98	0.98	0.98	0.98	0.98	0.98	0.99	0.97	0.98	0.91	0.98	1.00
PSCT_00225	1.00	0.93	0.94	0.99	0.98	1.00	0.99	1.00	0.97	0.99	0.95	0.98	1.00
PSCT_00226	0.91	0.71	0.75	0.92	0.83	0.94	0.92	0.99	0.74	0.92	0.68	0.92	1.00
PSCT_00227	0.93	0.75	0.76	0.94	0.59	0.95	0.94	0.99	0.77	0.94	0.66	0.94	1.00
PSCT_00228	0.94	0.68	0.67	0.86	0.69	0.93	0.86	0.98	0.72	0.85	0.06	0.85	1.00
PSCT_00229	0.98	0.88	0.89	0.96	0.87	0.99	0.96	1.00	0.89	0.96	0.80	0.96	1.00
PSCT_00230	0.95	0.86	0.85	0.95	0.82	0.99	0.95	1.00	0.84	0.95	0.73	0.95	1.00
PSCT_00231	0.98	0.93	0.93	0.97	0.90	0.98	0.98	1.00	0.91	0.97	0.85	0.98	1.00
PSCT_00232	1.00	0.90	0.88	0.99	0.88	1.00	0.99	1.00	0.89	0.99	0.80	0.99	1.00
PSCT_00233	0.98	0.88	0.90	0.99	0.88	0.98	0.98	1.00	0.92	0.99	0.73	0.99	1.00
PSCT_00234	0.99	0.94	0.94	0.97	0.87	1.00	0.97	1.00	0.90	0.97	0.85	0.97	1.00
PSCT_00235	0.96	0.87	0.86	0.95	0.86	0.98	0.96	1.00	0.88	0.95	0.83	0.95	1.00
PSCT_00236	0.89	0.66	0.67	0.82	0.74	0.99	0.80	0.99	0.67	0.80	0.62	0.80	0.99
PSCT_00237	0.90	0.76	0.73	0.88	0.74	0.90	0.88	0.99	0.72	0.87	0.74	0.87	1.00
PSCT_00238	0.97	0.72	0.74	0.96	0.70	0.98	0.77	1.00	0.64	0.96	0.61	0.96	1.00
PSCT_00239	0.94	0.83	0.84	0.91	0.80	0.95	0.91	0.99	0.81	0.92	0.71	0.91	1.00
PSCT_00240	0.98	0.94	0.95	0.97	0.94	0.98	0.97	1.00	0.94	0.95	0.74	0.97	1.00
PSCT_00241	0.98	0.86	0.89	0.98	0.91	0.98	0.98	0.99	0.88	0.98	0.85	0.98	1.00
PSCT_00242	0.97	0.83	0.88	0.97	0.82	0.98	0.98	0.99	0.89	0.98	0.80	0.98	1.00
PSCT_00243	0.98	0.92	0.92	0.97	0.91	0.98	0.97	0.99	0.92	0.97	0.90	0.97	1.00
PSCT_00244	0.93	0.77	0.79	0.92	0.76	0.95	0.92	0.99	0.81	0.92	0.73	0.92	1.00
PSCT_00245	0.97	0.00	0.00	0.91	0.00	0.95	0.91	1.00	0.80	0.91	0.00	0.91	1.00
PSCT_00246	0.92	0.80	0.81	0.90	0.79	0.93	0.89	0.99	0.78	0.89	0.74	0.90	1.00
PSCT_00247	0.97	0.90	0.88	0.96	0.92	0.98	0.96	1.00	0.89	0.96	0.46	0.96	1.00
PSCT_00248	0.98	0.94	0.93	0.96	0.92	0.98	0.97	0.99	0.91	0.97	0.88	0.97	1.00
PSCT_00249	0.94	0.90	0.90	0.95	0.92	0.96	0.95	1.00	0.87	0.96	0.79	0.96	1.00
PSCT_00250	0.95	0.85	0.89	0.94	0.89	0.96	0.96	1.00	0.88	0.95	0.89	0.96	1.00
PSCT_00251	0.97	0.90	0.91	0.96	0.93	0.99	0.97	0.99	0.92	0.98	0.61	0.97	1.00
PSCT_00252	0.97	0.89	0.90	0.96	0.89	0.98	0.96	1.00	0.92	0.96	0.85	0.96	1.00
PSCT_00253	0.99	0.84	0.85	0.99	0.91	1.00	0.99	1.00	0.87	0.99	0.78	0.99	1.00
PSCT_00254	0.98	0.82	0.81	0.96	0.82	1.00	0.89	1.00	0.83	0.96	0.71	0.96	1.00
PSCT_00255	0.97	0.86	0.87	0.96	0.81	1.00	0.96	1.00	0.88	0.96	0.75	0.95	1.00
PSCT_00256	0.77	0.57	0.58	0.85	0.62	0.82	0.85	0.99	0.57	0.85	0.49	0.84	1.00
PSCT_00257	0.91	0.76	0.77	0.89	0.71	0.93	0.88	0.99	0.75	0.89	0.67	0.89	1.00
PSCT_00258	0.95	0.66	0.64	0.91	0.75	0.95	0.91	1.00	0.12	0.91	0.68	0.91	1.00
PSCT_00259	0.94	0.81	0.82	0.94	0.79	0.97	0.94	1.00	0.84	0.94	0.52	0.94	1.00
PSCT_00260	0.99	0.95	0.95	0.99	0.96	0.99	0.99	1.00	0.96	0.99	0.81	0.99	1.00
PSCT_00261	0.90	0.72	0.70	0.92	0.72	0.99	0.92	1.00	0.77	0.92	0.62	0.91	1.00
PSCT_00262	0.94	0.68	0.74	0.94	0.78	0.96	0.94	1.00	0.59	0.94	0.00	0.93	1.00
PSCT_00263	1.00	0.99	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.81	1.00	1.00
PSCT_00264	0.98	0.94	0.95	0.99	0.93	0.99	0.99	1.00	0.91	0.99	0.90	0.99	1.00
PSCT_00265	0.94	0.89	0.90	0.90	0.87	0.99	0.98	1.00	0.86	0.98	0.89	0.91	1.00
PSCT_00266	0.97	0.92	0.93	0.94	0.94	0.98	0.99	1.00	0.94	0.99	0.86	0.99	1.00
PSCT_00267	0.91	0.85	0.37	0.82	0.82	0.35	0.90	1.00	0.37	0.90	0.52	0.90	1.00
PSCT_00268	0.88	0.00	0.26	0.54	0.82	0.00	0.89	1.00	0.66	0.89	0.40	0.89	1.00
PSCT_00269	0.70	0.68	0.37	0.71	0.71	0.37	0.86	0.99	0.37	0.86	0.50	0.70	1.00
PSCT_00270	0.83	0.59	0.56	0.15	0.14	0.83	0.83	0.99	0.12	0.83	0.21	0.83	1.00
PSCT_00271	0.93	0.86	0.84	0.91	0.90	0.95	0.96	0.97	0.79	0.96	0.73	0.95	1.00
PSCT_00272	1.00	0.92	0.93	0.97	0.99	0.96	0.97	0.99	0.91	0.97	0.86	0.98	1.00
PSCT_00273	0.62	0.86	0.86	0.86	0.94	0.95	0.94	0.96	0.79	0.94	0.72	0.80	1.00
PSCT_00274	0.97	0.91	0.91	0.83	0.95	0.99	0.97	1.00	0.69	0.97	0.87	0.97	1.00
PSCT_00275	0.93	0.85	0.85	0.95	0.91	0.99	0.95	0.99	0.52	0.95	0.64	0.95	1.00
PSCT_00276	0.98	0.94	0.94	1.00	0.98	0.99	1.00	1.00	0.74	0.99	0.94	1.00	1.00
PSCT_00277	0.93	0.85	0.79	0.98	0.84	0.98	0.98	0.98	0.79	0.98	0.75	0.98	1.00
PSCT_00278	0.94	0.84	0.84	0.94	0.81	0.96	0.94	0.95	0.81	0.93	0.67	0.93	1.00
PSCT_00279	0.97	0.67	0.31	0.90	0.66	0.99	0.90	0.99	0.08	0.90	0.07	0.94	1.00
PSCT_00280	0.96	0.95	0.76	0.95	0.84	0.99	0.95	0.97	0.24	0.95	0.24	0.94	1.00
PSCT_00281	0.96	0.97	0.50	0.94	0.82	0.98	0.94	0.99	0.24	0.94	0.24	0.95	1.00
PSCT_00282	0.94	0.89	0.88	0.86	0.83	0.96	0.87	0.99	0.35	0.87	0.35	0.87	1.00
PSCT_00283	0.95	0.61	0.64	0.94	0.67	0.96	0.94	1.00	0.48	0.94	0.11	0.94	1.00
PSCT_00284	0.95	0.88	0.90	0.94	0.87	0.95	0.68	0.99	0.85	0.95	0.83	0.94	1.00
PSCT_00285	0.86	0.60	0.60	0.84	0.63	0.89	0.84	1.00	0.13	0.84	0.24	0.84	1.00
PSCT_00286	1.00	0.96	0.97	1.00	0.98	0.99	1.00	1.00	0.97	1.00	0.92	1.00	1.00
PSCT_00287	0.98	0.96	0.96	0.98	0.97	0.99	0.98	1.00	0.97	0.98	0.92	0.98	1.00
PSCT_00288	0.96	0.86	0.87	0.95	0.87	0.97	0.75	0.99	0.87	0.95	0.78	0.95	1.00
PSCT_00289	0.97	0.90	0.90	0.98	0.89	0.99	0.98	0.99	0.89	0.98	0.83	0.98	1.00
PSCT_00290	0.99	0.96	0.97	0.96	0.98	0.99	0.96	1.00	0.98	0.96	0.90	0.96	1.00
PSCT_00291	0.99	0.93	0.94	1.00	0.96	1.00	1.00	1.00	0.95	1.00	0.95	0.99	1.00
PSCT_00292	0.97	0.81	0.82	0.98	0.77	0.98	0.99	0.97	0.28	0.99	0.31	0.99	1.00
PSCT_00293	0.93	0.76	0.79	0.96	0.70	0.95	0.95	0.97	0.15	0.96	0.16	0.95	1.00
PSCT_00294	0.99	0.89	0.63	0.97	0.94	0.99	0.97	1.00	0.90	0.97	0.79	0.96	1.00
PSCT_00295	0.93	0.82	0.82	0.90	0.86	0.96	0.91	0.99	0.83	0.90	0.69	0.90	1.00
PSCT_00296	0.60	0.81	0.81	0.97	0.07	0.98	0.97	0.99	0.76	0.97	0.72	0.97	1.00
PSCT_00297	0.96	0.84	0.81	0.93	0.77	0.94	0.87	0.99	0.73	0.87	0.63	0.91	1.00
PSCT_00298	0.99	0.85	0.85	0.96	0.82	0.99	0.96	0.99	0.83	0.96	0.75	0.96	1.00
PSCT_00299	0.94	0.73	0.72	0.96	0.71	0.97	0.94	1.00	0.74	0.96	0.66	0.95	1.00
PSCT_00300	0.94	0.75	0.76	0.91	0.06	0.94	0.90	0.97	0.06	0.90	0.46	0.91	1.00
PSCT_00301	0.95	0.69	0.68	0.93	0.03	0.94	0.92	0.97	0.03	0.92	0.03	0.93	1.00
PSCT_00302	0.99	0.98	0.97	0.95	0.91	0.97	0.95	1.00	0.96	0.95	0.95	0.95	1.00
PSCT_00303	0.92	0.85	0.05	0.93	0.05	0.93	0.93	1.00	0.00	0.92	0.82	0.93	1.00
PSCT_00304	0.97	0.97	0.96	0.98	0.95	0.97	0.98	1.00	0.94	0.98	0.90	0.98	1.00
PSCT_00305	0.93	0.85	0.87	0.90	0.78	0.92	0.90	0.98	0.81	0.89	0.43	0.89	1.00
PSCT_00306	0.96	0.81	0.81	0.94	0.90	0.96	0.94	1.00	0.86	0.94	0.79	0.94	1.00
PSCT_00307	0.95	0.89	0.91	0.95	0.87	0.96	0.95	0.99	0.87	0.97	0.85	0.95	1.00
PSCT_00308	0.93	0.76	0.77	0.97	0.84	0.97	0.97	1.00	0.78	0.92	0.81	0.97	1.00
PSCT_00309	0.91	0.10	0.10	0.88	0.78	0.96	0.88	1.00	0.77	0.88	0.70	0.88	1.00
PSCT_00310	0.90	0.20	0.28	0.87	0.73	0.92	0.87	0.98	0.21	0.88	0.66	0.87	1.00
PSCT_00311	1.00	0.97	0.97	1.00	0.99	1.00	1.00	1.00	0.97	1.00	0.97	1.00	1.00
PSCT_00312	1.00	0.89	0.89	0.96	0.94	1.00	0.96	1.00	0.89	0.96	0.87	0.96	1.00
PSCT_00313	0.91	0.77	0.06	0.89	0.76	0.92	0.90	0.98	0.78	0.89	0.78	0.89	1.00
PSCT_00314	0.82	0.66	0.00	0.78	0.54	0.84	0.68	0.99	0.66	0.77	0.61	0.78	1.00
PSCT_00315	0.91	0.79	0.43	0.93	0.75	0.92	0.92	0.98	0.79	0.93	0.76	0.86	1.00
PSCT_00316	0.77	0.59	0.12	0.80	0.65	0.86	0.80	0.73	0.64	0.79	0.65	0.68	1.00
PSCT_00317	0.93	0.82	0.80	0.91	0.80	0.93	0.91	0.99	0.82	0.91	0.79	0.92	1.00
PSCT_00318	0.94	0.11	0.00	0.86	0.70	0.94	0.87	1.00	0.12	0.87	0.00	0.93	1.00
PSCT_00319	0.96	0.89	0.91	0.92	0.87	0.94	0.92	1.00	0.91	0.92	0.66	0.93	1.00
PSCT_00320	0.95	0.77	0.74	0.94	0.76	0.96	0.93	1.00	0.76	0.93	0.67	0.94	1.00
PSCT_00321	0.98	0.89	0.89	0.97	0.84	0.98	0.96	0.99	0.88	0.96	0.78	0.96	1.00
PSCT_00322	0.93	0.82	0.81	0.86	0.81	0.93	0.87	0.98	0.82	0.87	0.72	0.87	1.00
PSCT_00323	1.00	0.97	0.97	0.99	0.98	1.00	0.99	1.00	0.98	0.99	0.91	0.99	1.00
PSCT_00324	0.94	0.86	0.87	0.95	0.89	0.96	0.95	1.00	0.88	0.95	0.78	0.95	1.00
PSCT_00325	0.99	0.92	0.93	0.99	0.93	1.00	0.99	1.00	0.94	0.99	0.92	0.99	1.00
PSCT_00326	0.88	0.64	0.65	0.84	0.68	0.92	0.84	1.00	0.63	0.84	0.47	0.84	1.00
PSCT_00327	0.92	0.37	0.36	0.90	0.72	0.96	0.90	1.00	0.74	0.90	0.56	0.90	1.00
PSCT_00328	0.96	0.78	0.77	0.96	0.76	0.98	0.96	1.00	0.84	0.96	0.80	0.96	1.00
PSCT_00329	0.86	0.78	0.78	0.88	0.70	0.93	0.89	0.99	0.80	0.89	0.74	0.89	1.00
PSCT_00330	0.95	0.79	0.82	0.95	0.79	0.98	0.95	0.98	0.81	0.95	0.78	0.94	1.00
PSCT_00331	0.99	0.96	0.96	0.99	0.96	0.99	0.99	1.00	0.96	0.99	0.91	0.99	1.00
PSCT_00332	0.98	0.82	0.82	0.97	0.84	0.99	0.97	1.00	0.84	0.95	0.84	0.97	1.00
PSCT_00333	0.94	0.83	0.80	0.95	0.85	0.97	0.95	1.00	0.83	0.95	0.69	0.95	1.00
PSCT_00334	0.07	0.90	0.07	0.90	0.74	0.96	0.90	1.00	0.80	0.90	0.80	0.07	1.00
PSCT_00335	0.27	0.91	0.26	0.91	0.85	0.98	0.91	1.00	0.85	0.91	0.88	0.27	1.00
PSCT_00336	0.00	0.91	0.00	0.91	0.86	0.98	0.80	1.00	0.86	0.91	0.80	0.00	1.00
PSCT_00337	0.05	0.92	0.06	0.94	0.83	0.99	0.94	1.00	0.85	0.94	0.85	0.05	1.00
PSCT_00338	0.58	0.53	0.00	0.58	0.54	0.34	0.57	0.99	0.00	0.56	0.27	0.00	1.00
PSCT_00339	0.95	0.77	0.84	0.99	0.81	0.99	0.99	1.00	0.80	0.99	0.85	0.99	1.00
PSCT_00340	0.93	0.84	0.84	0.95	0.83	0.95	0.94	0.97	0.88	0.95	0.80	0.94	1.00
PSCT_00341	0.97	0.90	0.89	0.97	0.91	0.95	0.97	0.99	0.90	0.97	0.90	0.97	1.00
PSCT_00342	0.91	0.84	0.82	0.93	0.83	0.93	0.93	1.00	0.83	0.93	0.58	0.93	1.00
PSCT_00343	0.99	0.91	0.93	0.98	0.95	1.00	0.98	1.00	0.96	0.98	0.87	0.98	1.00
PSCT_00344	0.97	0.93	0.91	0.98	0.94	0.98	0.98	0.99	0.92	0.98	0.90	0.98	1.00
PSCT_00345	0.97	0.82	0.81	0.94	0.77	0.97	0.94	1.00	0.80	0.94	0.77	0.94	1.00
PSCT_00346	0.98	0.89	0.90	0.97	0.92	0.98	0.97	1.00	0.91	0.97	0.71	0.97	1.00
PSCT_00347	0.95	0.80	0.83	0.94	0.82	0.95	0.94	1.00	0.85	0.94	0.80	0.94	1.00
PSCT_00348	0.93	0.78	0.81	0.90	0.85	0.93	0.90	1.00	0.79	0.90	0.80	0.90	1.00
PSCT_00349	1.00	0.99	0.99	0.99	0.98	1.00	0.99	1.00	1.00	0.99	0.96	0.99	1.00
PSCT_00350	1.00	0.95	0.95	0.99	0.95	0.99	0.99	1.00	0.96	0.99	0.92	0.88	1.00
PSCT_00351	0.93	0.66	0.56	0.82	0.50	0.90	0.81	0.98	0.67	0.81	0.57	0.81	1.00
PSCT_00352	0.99	0.90	0.90	0.94	0.79	0.97	0.94	1.00	0.90	0.94	0.86	0.94	1.00
PSCT_00353	1.00	0.93	0.93	0.97	0.90	0.99	0.97	1.00	0.93	0.97	0.85	0.97	1.00
PSCT_00354	0.95	0.86	0.85	0.94	0.84	0.94	0.94	1.00	0.84	0.94	0.81	0.94	1.00
PSCT_00355	0.98	0.92	0.92	0.97	0.93	0.98	0.97	0.99	0.91	0.97	0.90	0.97	1.00
PSCT_00356	0.95	0.83	0.80	0.90	0.81	0.97	0.90	1.00	0.86	0.90	0.79	0.90	1.00
PSCT_00357	0.98	0.87	0.87	0.94	0.86	0.98	0.94	1.00	0.90	0.94	0.84	0.94	1.00
PSCT_00358	0.96	0.82	0.82	0.94	0.80	0.94	0.94	0.98	0.75	0.94	0.78	0.94	1.00
PSCT_00359	0.95	0.83	0.83	0.95	0.85	0.95	0.95	1.00	0.80	0.95	0.69	0.95	1.00
PSCT_00360	0.98	0.92	0.93	0.96	0.93	0.97	0.96	1.00	0.92	0.96	0.81	0.96	1.00
PSCT_00361	1.00	0.99	0.99	1.00	1.00	1.00	1.00	1.00	0.99	1.00	0.98	1.00	1.00
PSCT_00362	0.99	0.99	1.00	1.00	0.99	1.00	1.00	1.00	1.00	1.00	0.97	1.00	1.00
PSCT_00363	0.96	0.92	0.92	0.96	0.87	0.99	0.98	1.00	0.75	0.98	0.85	0.98	1.00
PSCT_00364	0.98	0.92	0.92	0.98	0.94	0.98	0.98	1.00	0.91	0.98	0.86	0.99	1.00
PSCT_00365	0.92	0.75	0.73	0.86	0.71	0.92	0.85	0.98	0.78	0.86	0.70	0.86	1.00
PSCT_00366	0.86	0.72	0.73	0.84	0.70	0.88	0.84	0.99	0.72	0.84	0.69	0.48	1.00
PSCT_00367	0.95	0.78	0.79	0.95	0.73	0.96	0.95	1.00	0.76	0.95	0.74	0.95	1.00
PSCT_00368	0.93	0.77	0.77	0.93	0.73	0.96	0.95	0.99	0.81	0.93	0.69	0.93	1.00
PSCT_00369	0.90	0.79	0.82	0.91	0.78	0.94	0.90	0.98	0.82	0.90	0.79	0.91	1.00
PSCT_00370	0.97	0.92	0.92	0.96	0.92	0.98	0.96	1.00	0.91	0.96	0.87	0.96	1.00
PSCT_00371	0.92	0.80	0.73	0.89	0.73	0.93	0.89	1.00	0.84	0.89	0.74	0.89	1.00
PSCT_00372	0.94	0.86	0.85	0.96	0.81	0.97	0.96	1.00	0.89	0.95	0.86	0.96	1.00
PSCT_00373	0.91	0.75	0.77	0.95	0.83	0.98	0.94	1.00	0.80	0.94	0.73	0.94	1.00
PSCT_00374	0.80	0.80	0.80	0.98	0.84	0.98	0.98	1.00	0.82	0.96	0.83	0.97	1.00
PSCT_00375	0.92	0.80	0.82	0.93	0.83	0.97	0.93	1.00	0.84	0.93	0.74	0.95	1.00
PSCT_00376	0.94	0.81	0.64	0.92	0.77	0.97	0.93	0.99	0.82	0.92	0.76	0.95	1.00
PSCT_00377	0.88	0.85	0.83	0.89	0.83	0.89	0.88	1.00	0.85	0.88	0.82	0.89	1.00
PSCT_00378	1.00	0.94	0.93	0.99	0.95	0.99	0.99	1.00	0.95	0.99	0.92	0.99	1.00
PSCT_00379	0.92	0.65	0.76	0.94	0.73	0.97	0.93	0.96	0.74	0.93	0.32	0.94	1.00
PSCT_00380	0.86	0.76	0.74	0.84	0.74	0.93	0.84	0.98	0.78	0.82	0.50	0.84	1.00
PSCT_00381	0.87	0.38	0.35	0.85	0.35	0.94	0.86	0.97	0.38	0.86	0.00	0.85	1.00
PSCT_00382	0.83	0.58	0.60	0.74	0.59	0.81	0.74	0.84	0.64	0.74	0.55	0.74	1.00
PSCT_00383	0.96	0.67	0.07	0.95	0.73	0.95	0.95	0.97	0.71	0.95	0.08	0.95	1.00
PSCT_00384	0.97	0.90	0.91	0.96	0.87	0.98	0.96	0.99	0.91	0.96	0.83	0.96	1.00
PSCT_00385	0.98	0.94	0.94	0.99	0.98	0.99	0.99	0.99	0.91	0.99	0.86	0.99	1.00
PSCT_00386	0.73	0.00	0.00	0.94	0.00	0.95	0.14	0.91	0.16	0.94	0.14	0.94	1.00
PSCT_00387	0.99	0.97	0.97	0.99	0.99	0.99	0.99	1.00	0.96	0.99	0.89	0.99	1.00
PSCT_00388	0.93	0.87	0.87	0.91	0.85	0.91	0.91	0.98	0.84	0.92	0.76	0.91	1.00
PSCT_00389	0.97	0.79	0.78	0.97	0.84	0.99	0.97	0.99	0.82	0.96	0.19	0.97	1.00
PSCT_00390	0.94	0.75	0.76	0.88	0.73	0.95	0.88	0.99	0.69	0.85	0.00	0.88	1.00
PSCT_00391	0.94	0.81	0.80	0.91	0.77	0.94	0.91	1.00	0.75	0.91	0.54	0.91	1.00
PSCT_00392	0.99	0.96	0.96	0.98	0.97	1.00	0.98	0.99	0.96	0.98	0.86	0.98	1.00
PSCT_00393	0.97	0.88	0.87	0.95	0.92	0.98	0.95	0.98	0.91	0.95	0.82	0.95	1.00
PSCT_00394	0.98	0.93	0.93	0.98	0.94	0.98	0.98	1.00	0.92	0.98	0.91	0.97	1.00
PSCT_00395	0.91	0.73	0.72	0.91	0.53	0.98	0.91	1.00	0.71	0.91	0.34	0.91	1.00
PSCT_00396	0.94	0.81	0.87	0.92	0.70	0.95	0.92	1.00	0.85	0.92	0.38	0.92	1.00
PSCT_00397	1.00	0.96	0.96	0.98	0.98	1.00	0.67	1.00	0.99	0.98	0.93	0.98	1.00
PSCT_00398	0.94	0.88	0.82	0.95	0.83	1.00	0.95	1.00	0.84	0.95	0.23	0.95	1.00
PSCT_00399	0.86	0.73	0.72	0.86	0.71	0.92	0.86	0.99	0.76	0.87	0.65	0.86	1.00
PSCT_00400	0.98	0.86	0.86	0.99	0.82	0.99	0.99	0.99	0.81	0.99	0.00	0.99	1.00
PSCT_00401	0.95	0.86	0.88	0.94	0.87	0.96	0.96	0.99	0.90	0.96	0.63	0.95	1.00
PSCT_00402	0.89	0.66	0.23	0.88	0.67	0.93	0.88	0.99	0.70	0.88	0.61	0.88	1.00
PSCT_00403	0.89	0.43	0.58	0.93	0.51	0.89	0.93	0.93	0.67	0.87	0.22	0.89	1.00
PSCT_00404	0.87	0.65	0.66	0.87	0.46	0.94	0.87	1.00	0.69	0.87	0.00	0.87	1.00
PSCT_00405	0.94	0.86	0.85	0.93	0.80	0.95	0.93	0.97	0.87	0.92	0.83	0.93	1.00
PSCT_00406	0.61	0.57	0.10	0.66	0.00	0.81	0.74	0.96	0.08	0.75	0.35	0.75	1.00
PSCT_00407	0.96	0.85	0.87	0.95	0.84	0.97	0.95	1.00	0.81	0.94	0.71	0.94	1.00
PSCT_00408	0.97	0.90	0.91	0.92	0.83	0.98	0.92	1.00	0.88	0.92	0.79	0.91	1.00
PSCT_00409	0.91	0.71	0.70	0.95	0.43	0.95	0.95	0.99	0.83	0.95	0.56	0.95	0.99
PSCT_00410	0.79	0.94	0.87	0.98	0.91	0.98	0.98	1.00	0.96	0.98	0.84	0.98	1.00
PSCT_00411	0.98	0.97	0.90	0.97	0.96	0.98	0.97	1.00	0.93	0.97	0.88	0.92	1.00
PSCT_00412	0.95	0.87	0.84	0.82	0.79	0.94	0.82	1.00	0.81	0.82	0.47	0.82	1.00
PSCT_00413	0.94	0.53	0.54	0.92	0.76	0.96	0.92	1.00	0.54	0.92	0.52	0.92	1.00
PSCT_00414	0.95	0.87	0.87	0.97	0.86	0.96	0.97	1.00	0.83	0.97	0.78	0.97	1.00
PSCT_00415	0.95	0.94	0.87	0.00	0.00	0.00	0.92	1.00	0.00	0.00	0.00	0.00	1.00
PSCT_00416	0.90	0.89	0.89	0.00	0.00	0.00	0.92	1.00	0.00	0.00	0.00	0.00	1.00
PSCT_00417	0.95	0.90	0.90	0.23	0.23	0.23	0.98	1.00	0.22	0.24	0.23	0.23	1.00
PSCT_00418	0.99	0.96	0.94	0.98	0.96	1.00	0.98	1.00	0.95	0.98	0.86	0.99	1.00
PSCT_00419	0.91	0.83	0.78	0.92	0.84	0.99	0.92	1.00	0.75	0.92	0.68	0.98	1.00
PSCT_00420	1.00	0.84	0.84	0.98	0.83	1.00	0.98	1.00	0.84	0.98	0.69	1.00	1.00
PSCT_00421	0.92	0.84	0.85	0.97	0.82	0.99	0.97	0.98	0.80	0.97	0.33	0.89	1.00
PSCT_00422	0.91	0.79	0.77	0.92	0.79	0.95	0.93	0.98	0.77	0.92	0.00	0.93	1.00
PSCT_00423	0.96	0.90	0.91	0.98	0.21	0.21	0.99	1.00	0.91	0.21	0.82	0.99	1.00
PSCT_00424	0.94	0.93	0.91	0.93	0.62	0.91	0.93	1.00	0.65	0.90	0.80	0.93	1.00
PSCT_00425	0.98	0.92	0.93	0.98	0.40	0.39	0.98	1.00	0.93	0.39	0.98	0.97	1.00
PSCT_00426	0.99	0.69	0.69	0.95	0.14	0.13	0.96	1.00	0.66	0.13	0.91	0.59	1.00
PSCT_00427	0.72	0.80	0.80	0.92	0.21	0.22	0.86	1.00	0.79	0.21	0.91	0.90	1.00
PSCT_00428	0.92	0.73	0.74	0.91	0.00	0.00	0.90	0.99	0.73	0.12	0.72	0.91	1.00
PSCT_00429	0.96	0.78	0.80	0.95	0.13	0.13	0.96	0.98	0.80	0.12	0.78	0.95	1.00
PSCT_00430	0.92	0.74	0.70	0.90	0.15	0.00	0.90	0.99	0.82	0.00	0.17	0.00	0.99
PSCT_00431	0.94	0.72	0.71	0.92	0.21	0.10	0.92	1.00	0.82	0.22	0.21	0.22	1.00
PSCT_00432	0.94	0.19	0.73	0.95	0.19	0.27	0.95	1.00	0.26	0.27	0.18	0.27	1.00
PSCT_00433	0.83	0.77	0.78	0.86	0.14	0.14	0.86	1.00	0.14	0.14	0.08	0.14	1.00
PSCT_00434	0.98	0.82	0.81	0.96	0.34	0.35	0.97	1.00	0.34	0.35	0.92	0.35	1.00
PSCT_00435	0.81	0.47	0.48	0.80	0.00	0.00	0.80	1.00	0.11	0.00	0.62	0.00	1.00
PSCT_00436	0.98	0.73	0.72	0.98	0.09	0.10	0.98	0.99	0.10	0.10	0.88	0.10	1.00
PSCT_00437	0.94	0.87	0.87	0.96	0.05	0.05	0.96	0.99	0.86	0.04	0.86	0.04	1.00
PSCT_00438	0.99	0.90	0.90	0.97	0.17	0.16	0.97	0.99	0.89	0.16	0.87	0.17	1.00
PSCT_00439	0.98	0.93	0.92	0.97	0.32	0.32	0.97	1.00	0.90	0.32	0.33	0.32	1.00
PSCT_00440	0.98	0.86	0.87	0.94	0.05	0.05	0.95	0.98	0.87	0.05	0.87	0.05	1.00
PSCT_00441	0.95	0.87	0.92	0.95	0.03	0.00	0.95	0.95	0.85	0.00	0.72	0.00	1.00
PSCT_00442	0.67	0.67	0.66	0.95	0.22	0.19	0.95	0.99	0.66	0.20	0.61	0.19	1.00
PSCT_00443	0.58	0.51	0.52	0.86	0.06	0.00	0.87	0.98	0.48	0.00	0.22	0.00	1.00
PSCT_00444	0.96	0.29	0.29	0.96	0.92	0.29	0.97	0.99	0.89	0.31	0.32	0.29	1.00
PSCT_00445	0.98	0.60	0.90	0.89	0.76	0.15	0.90	0.99	0.89	0.15	0.00	0.15	0.99
PSCT_00446	0.95	0.62	0.88	0.90	0.78	0.07	0.90	0.99	0.86	0.07	0.06	0.07	1.00
PSCT_00447	0.83	0.35	0.64	0.72	0.55	0.00	0.72	0.99	0.74	0.14	0.15	0.14	0.99
PSCT_00448	0.94	0.75	0.68	0.54	0.40	0.38	0.92	1.00	0.72	0.38	0.57	0.37	1.00
PSCT_00449	0.93	0.72	0.73	0.87	0.76	0.97	0.87	0.98	0.77	0.88	0.61	0.87	0.99
PSCT_00450	0.98	0.92	0.92	0.97	0.27	1.00	0.97	1.00	0.92	0.97	0.90	0.97	1.00
